refid,year,pubmedid,pubmedcentralid,doi,uri
rid.14194,2013,23264504,,10.1099/ijs.0.046573-0,
rid.14183,2013,23264498,,10.1099/ijs.0.045120-0,
rid.14195,2013,23291881,,10.1099/ijs.0.045500-0,
rid.14196,2013,23264501,,10.1099/ijs.0.045880-0,
rid.14184,2013,23264507,,10.1099/ijs.0.044552-0,
rid.14197,2013,23264502,,10.1099/ijs.0.046813-0,
rid.14198,2013,23264506,,10.1099/ijs.0.048280-0,
rid.14204,2013,23291884,,10.1099/ijs.0.046904-0,
rid.14205,2013,23291883,,10.1099/ijs.0.047647-0,
rid.14206,2013,23291885,,10.1099/ijs.0.047670-0,
rid.14199,2013,23291882,,10.1099/ijs.0.046409-0,
rid.14200,2013,23291886,,10.1099/ijs.0.047787-0,
rid.14201,2013,23291888,,10.1099/ijs.0.045575-0,
rid.14725,2014,24052629,,10.1099/ijs.0.055319-0,
rid.14726,2014,24052630,,10.1099/ijs.0.056721-0,
rid.14219,2013,23396720,,10.1099/ijs.0.048017-0,
rid.14898,2014,,,,
rid.14899,2014,24477814,,10.1007/s10482-014-0119-2,
rid.14209,2013,23291893,,10.1099/ijs.0.046284-0,
rid.14210,2013,23315408,,10.1099/ijs.0.047258-0,
rid.14211,2013,23291896,,10.1099/ijs.0.047456-0,
rid.14234,2013,23291894,,10.1099/ijs.0.046961-0,
rid.14235,2013,23291897,,10.1099/ijs.0.047142-0,
rid.14222,2013,23291898,,10.1099/ijs.0.038398-0,
rid.14212,2013,23315412,,10.1099/ijs.0.044222-0,
rid.14213,2013,23315411,,10.1099/ijs.0.046896-0,
rid.14214,2013,23315404,,10.1099/ijs.0.049551-0,
rid.14223,2013,23315403,,10.1099/ijs.0.045948-0,
rid.14224,2013,23315413,,10.1099/ijs.0.048496-0,
rid.14225,2013,23315416,,10.1099/ijs.0.048736-0,
rid.14226,2013,23315414,,10.1099/ijs.0.048801-0,
rid.14228,2013,23315407,,10.1099/ijs.0.045989-0,
rid.14229,2013,23315405,,10.1099/ijs.0.048694-0,
rid.14230,2013,23334882,,10.1099/ijs.0.043869-0,
rid.14220,2013,23355695,,10.1099/ijs.0.026419-0,
rid.14215,2013,23355697,,10.1099/ijs.0.047050-0,
rid.14216,2013,23378111,,10.1099/ijs.0.046060-0,
rid.14231,2013,23378110,,10.1099/ijs.0.045427-0,
rid.14221,2013,23378113,,10.1099/ijs.0.046565-0,
rid.14217,2013,23396724,,10.1099/ijs.0.047167-0,
rid.14232,2013,23416571,,10.1099/ijs.0.048413-0,
rid.14233,2013,23416570,,10.1099/ijs.0.049502-0,
rid.14141,2013,23759869,,10.2323/jgam.59.153,
rid.14249,2013,23315406,,10.1099/ijs.0.044685-0,
rid.14250,2013,23291899,,10.1099/ijs.0.044776-0,
rid.14236,2013,23315409,,10.1099/ijs.0.045831-0,
rid.14251,2013,23315410,,10.1099/ijs.0.045625-0,
rid.14237,2013,23334879,,10.1099/ijs.0.044750-0,
rid.14252,2013,23334880,,10.1099/ijs.0.048389-0,
rid.14253,2013,23334881,,10.1099/ijs.0.049270-0,
rid.14254,2013,23355694,,10.1099/ijs.0.048785-0,
rid.14238,2013,23355696,,10.1099/ijs.0.047514-0,
rid.14240,2013,23396715,,10.1099/ijs.0.047548-0,
rid.14241,2013,23378109,,10.1099/ijs.0.048918-0,
rid.14255,2013,23396716,,10.1099/ijs.0.047274-0,
rid.14256,2013,23378112,,10.1099/ijs.0.046094-0,
rid.14246,2013,23378114,,10.1099/ijs.0.046532-0,
rid.14247,2013,23378116,,10.1099/ijs.0.047993-0,
rid.14242,2013,23396717,,10.1099/ijs.0.045708-0,
rid.14244,2013,23396719,,10.1099/ijs.0.049106-0,
rid.14257,2013,23396722,,10.1099/ijs.0.048629-0,
rid.14258,2013,23416569,,10.1099/ijs.0.049023-0,
rid.14248,2013,23416572,,10.1099/ijs.0.048793-0,
rid.14259,2013,23416574,,10.1099/ijs.0.046607-0,
rid.14355,2013,23606479,,10.1099/ijs.0.047886-0,
rid.14281,2013,23456811,,10.1099/ijs.0.044438-0,
rid.14932,2014,24421276,,10.1099/ijs.0.055574-0,
rid.14264,2013,,,10.1099/ijs.0.056101-0,
rid.14271,2013,23475341,,10.1099/ijs.0.049239-0,
rid.14266,2013,23564266,,10.1007/s00792-013-0538-4,
rid.14126,2013,23504246,,10.1007/s10482-013-9901-9,
rid.14202,2013,23825376,,10.1099/ijs.0.046524-0,
rid.14243,2013,23396718,,10.1099/ijs.0.046953-0,
rid.14245,2013,23416573,,10.1099/ijs.0.049833-0,
rid.14279,2013,23435245,,10.1099/ijs.0.045351-0,
rid.14268,2013,23435243,,10.1099/ijs.0.049262-0,
rid.14280,2013,23435244,,10.1099/ijs.0.049593-0,
rid.14270,2013,23456804,,10.1099/ijs.0.049205-0,
rid.14297,2013,23456806,,10.1099/ijs.0.048678-0,
rid.14298,2013,23456807,,10.1099/ijs.0.049049-0,
rid.14269,2013,23456805,,10.1099/ijs.0.050500-0,
rid.14300,2013,23475342,,10.1099/ijs.0.048579-0,
rid.14301,2013,23475346,,10.1099/ijs.0.046128-0,
rid.14302,2013,23475347,,10.1099/ijs.0.051805-0,
rid.14303,2013,23504969,,10.1099/ijs.0.049718-0,
rid.14272,2013,23524355,,10.1099/ijs.0.046847-0,
rid.14273,2013,23524357,,10.1099/ijs.0.047159-0,
rid.14274,2013,23524353,,10.1099/ijs.0.048371-0,
rid.14275,2013,23524356,,10.1099/ijs.0.048512-0,
rid.14276,2013,23524358,,10.1099/ijs.0.047316-0,
rid.14277,2013,23543497,,10.1099/ijs.0.049197-0,
rid.14278,2013,23543496,,10.1099/ijs.0.051201-0,
rid.14328,2013,24019988,PMC3764934,10.4056/sigs.3396830,
rid.5648,1990,,,10.1099/00207713-40-4-337,
rid.14290,2013,23435246,,10.1099/ijs.0.048470-0,
rid.14309,2013,23435247,,10.1099/ijs.0.050161-0,
rid.14291,2013,23435248,,10.1099/ijs.0.045922-0,
rid.14292,2013,23435249,,10.1099/ijs.0.049452-0,
rid.14293,2013,23435251,,10.1099/ijs.0.047332-0,
rid.14310,2013,23435252,,10.1099/ijs.0.047639-0,
rid.14294,2013,23435250,,10.1099/ijs.0.049635-0,
rid.14296,2013,23456803,,10.1099/ijs.0.049619-0,
rid.14282,2013,23524352,,10.1099/ijs.0.048587-0,
rid.14283,2013,23475345,,10.1099/ijs.0.045799-0,
rid.14299,2013,23475343,,10.1099/ijs.0.048215-0,
rid.14284,2013,23504965,,10.1099/ijs.0.048595-0,
rid.14285,2013,23504966,,10.1099/ijs.0.045401-0,
rid.14286,2013,23504967,,10.1099/ijs.0.050120-0,
rid.14287,2013,23504971,,10.1099/ijs.0.048090-0,
rid.14304,2013,23504968,,10.1099/ijs.0.049130-0,
rid.14289,2013,23504972,,10.1099/ijs.0.051565-0,
rid.14305,2013,23524350,,10.1099/ijs.0.047530-0,
rid.14306,2013,23524359,,10.1099/ijs.0.047704-0,
rid.14307,2013,23584283,,10.1099/ijs.0.048249-0,
rid.14308,2013,23543495,,10.1099/ijs.0.051219-0,
rid.14317,2013,23543499,,10.1099/ijs.0.048355-0,
rid.14318,2013,23543498,,10.1099/ijs.0.049924-0,
rid.14329,2013,23824249,,10.1007/s10482-013-9962-9,
rid.14330,2013,23728583,,10.1007/s10482-013-9940-2,
rid.14331,2013,23881258,,10.1007/s00792-013-0564-2,
rid.14334,2012,22923102,,10.1007/s12275-012-1229-z,
rid.14333,2013,23706913,,10.1016/j.syapm.2013.04.001,
rid.14326,2012,,,10.1099/ijs.0.042309-0,
rid.14327,2012,,,10.1099/ijs.0.046219-0,
rid.14311,2013,23435253,,10.1099/ijs.0.048744-0,
rid.14312,2013,23475339,,10.1099/ijs.0.050153-0,
rid.14313,2013,23456809,,10.1099/ijs.0.048652-0,
rid.14314,2013,23456810,,10.1099/ijs.0.049445-0,
rid.14315,2013,23475344,,10.1099/ijs.0.047217-0,
rid.14316,2013,23524354,,10.1099/ijs.0.050054-0,
rid.14320,2013,23563230,,10.1099/ijs.0.050146-0,
rid.14322,2013,23543502,,10.1099/ijs.0.050765-0,
rid.14323,2013,23543503,,10.1099/ijs.0.050823-0,
rid.14340,2013,23584288,,10.1099/ijs.0.050237-0,
rid.14341,2013,23625261,,10.1099/ijs.0.051532-0,
rid.14361,2013,23625266,,10.1099/ijs.0.045823-0,
rid.14362,2013,23645015,,10.1099/ijs.0.048769-0,
rid.14342,2013,23645020,,10.1099/ijs.0.047043-0,
rid.14344,2013,23645018,,10.1099/ijs.0.050963-0,
rid.14345,2013,23645017,,10.1099/ijs.0.051839-0,
rid.14363,2013,23687059,,10.1099/ijs.0.051920-0,
rid.14386,2013,23667140,,10.1099/ijs.0.050021-0,
rid.14337,2013,23563233,,10.1099/ijs.0.050971-0,
rid.14352,2013,23584285,,10.1099/ijs.0.050492-0,
rid.14338,2013,23584287,,10.1099/ijs.0.051375-0,
rid.14364,2013,23606476,,10.1099/ijs.0.049742-0,
rid.14354,2013,23606483,,10.1099/ijs.0.050468-0,
rid.14356,2013,23606481,,10.1099/ijs.0.048173-0,
rid.14321,2013,23543501,,10.1099/ijs.0.050450-0,
rid.14365,2013,23606480,,10.1099/ijs.0.049916-0,
rid.14382,2013,23625255,,10.1099/ijs.0.048116-0,
rid.14357,2013,23625256,,10.1099/ijs.0.050419-0,
rid.14388,2013,23625257,,10.1099/ijs.0.043547-0,
rid.14358,2013,23625258,,10.1099/ijs.0.046441-0,
rid.14359,2013,23625259,,10.1099/ijs.0.048942-0,
rid.14360,2013,23625260,,10.1099/ijs.0.052225-0,
rid.14383,2013,23625264,,10.1099/ijs.0.049734-0,
rid.14384,2013,23625263,,10.1099/ijs.0.051276-0,
rid.14346,2013,23645016,,10.1099/ijs.0.052266-0,
rid.14385,2013,23645023,,10.1099/ijs.0.051607-0,
rid.14347,2013,23667139,,10.1099/ijs.0.051516-0,
rid.14348,2013,23667146,,10.1099/ijs.0.046649-0,
rid.14349,2013,23667145,,10.1099/ijs.0.051037-0,
rid.14350,2013,23667141,,10.1099/ijs.0.051623-0,
rid.14387,2013,23687060,,10.1099/ijs.0.052423-0,
rid.15157,2014,24763604,,10.1099/ijs.0.061150-0,
rid.14389,2013,24097833,,10.1099/ijs.0.055038-0,
rid.14394,2012,23407294,PMC3569391,10.4056/sigs.3086474,
rid.14395,2012,23407462,PMC3569394,10.4056/sigs.3206554,
rid.14397,2012,23408774,PMC3569388,10.4056/sigs.3316719,
rid.14398,2012,23407331,PMC3569393,10.4056/sigs.3196539,
rid.14399,2012,23408485,PMC3569384,10.4056/sigs.3076460,
rid.14400,2013,24019984,PMC3764928,10.4056/sigs.3246665,
rid.14401,2013,24019985,PMC3764929,10.4056/sigs.3276687,
rid.15642,2015,25368139,,10.1099/ijs.0.068684-0,
rid.14402,2013,24019986,PMC3764932,10.4056/sigs.3366764,
rid.14403,2013,24019990,PMC3764931,10.4056/sigs.3336746,
rid.14404,2013,24019992,PMC3764938,10.4056/sigs.3667269,
rid.14379,2013,23563232,,10.1099/ijs.0.049080-0,
rid.14380,2013,23606478,,10.1099/ijs.0.052738-0,
rid.14381,2013,23606482,,10.1099/ijs.0.050328-0,
rid.14366,2013,23606484,,10.1099/ijs.0.049569-0,
rid.14367,2013,23625262,,10.1099/ijs.0.047951-0,
rid.14368,2013,23625265,,10.1099/ijs.0.052308-0,
rid.14369,2013,23645022,,10.1099/ijs.0.050609-0,
rid.14370,2013,23645021,,10.1099/ijs.0.050872-0,
rid.14371,2013,23667138,,10.1099/ijs.0.048124-0,
rid.14372,2013,23667147,,10.1099/ijs.0.051185-0,
rid.14373,2013,23687054,,10.1099/ijs.0.051888-0,
rid.14374,2013,23687055,,10.1099/ijs.0.047423-0,
rid.14375,2013,23687056,,10.1099/ijs.0.050807-0,
rid.14376,2013,23687057,,10.1099/ijs.0.049627-0,
rid.14377,2013,23687058,,10.1099/ijs.0.051649-0,
rid.14378,2013,23687061,,10.1099/ijs.0.048959-0,
rid.13197,2011,,,10.4056/sigs.2335270,
rid.14425,2013,,,10.4056/sigs.4007734,
rid.14412,2010,21304720,PMC3035296,10.4056/sigs.992408,
rid.14406,2012,23408721,PMC3569386,10.4056/sigs.3236691,
rid.14407,2012,23408178,PMC3569382,10.4056/sigs.3117229,
rid.14467,2012,,,10.1134/S002626171205013X,
rid.14409,2012,23408247,PMC3569383,10.4056/sigs.3226659,
rid.14421,2013,23991257,PMC3746416,10.4056/sigs.3967649,
rid.14413,2012,23450183,PMC3570806,10.4056/sigs.3296896,
rid.14405,2013,23961308,PMC3739169,10.4056/sigs.3507020,
rid.14408,2013,24019989,PMC3764935,10.4056/sigs.3456959,
rid.14440,2013,23991262,PMC3746429,10.4056/sigs.3476977,
rid.14441,2013,23991263,PMC3746426,10.4056/sigs.3567059,
rid.14414,2013,24019991,PMC3764936,10.4056/sigs.3486982,
rid.14415,2013,23961310,PMC3739173,10.4056/sigs.3537045,
rid.14444,2013,24501636,PMC3910696,10.4056/sigs.4077819,
rid.14392,2013,23919959,,10.1099/ijs.0.051524-0,
rid.15159,2014,24786354,,10.1099/ijs.0.061622-0,
rid.14453,2013,23867250,,10.1016/j.syapm.2013.06.003,
rid.14462,2013,22990873,,10.1007/s10482-012-9815-y,
rid.14463,2010,20824294,,10.1007/s00792-010-0329-0,
rid.14466,2013,23525908,,10.1007/s00792-013-0534-8,
rid.14417,2013,23961313,PMC3739171,10.4056/sigs.3627141,
rid.14418,2013,23991249,PMC3746417,10.4056/sigs.3607108,
rid.14419,2013,23991250,PMC3746420,10.4056/sigs.3637201,
rid.14420,2013,23991255,PMC3746428,10.4056/sigs.3617113,
rid.14422,2013,23991261,PMC3746425,10.4056/sigs.3707349,
rid.14423,2013,24501625,PMC3910692,10.4056/sigs.3858183,
rid.14424,2013,24501626,PMC3910702,10.4056/sigs.3927623,
rid.14437,2013,23991258,PMC3746431,10.4056/sigs.3496989,
rid.14438,2013,23991259,PMC3746424,10.4056/sigs.3807472,
rid.14439,2013,23991260,PMC3746427,10.4056/sigs.3426906,
rid.14448,2013,24501657,PMC3910558,10.4056/sigs.4378121,
rid.14426,2013,24501630,PMC3910698,10.4056/sigs.383362,
rid.14428,2013,24501635,PMC3910691,10.4056/sigs.4057796,
rid.14468,2011,21674165,,10.1007/s00284-011-9962-9,
rid.14450,2013,23733003,,10.1007/s10482-013-9944-y,
rid.14451,2013,23733002,,10.1007/s10482-013-9941-1,
rid.14452,2013,23689942,,10.1007/s00284-013-0385-7,
rid.14454,2009,19189183,,10.1007/s00284-009-9355-5,
rid.14456,2013,23053697,,10.1007/s10482-012-9823-y,
rid.14457,2012,22669199,,10.1007/s10482-012-9757-4,
rid.14458,2012,22733061,,10.1007/s10482-012-9764-5,
rid.14459,2013,23559043,,10.1007/s10482-013-9917-1,
rid.14461,2013,23839057,,10.1007/s10482-013-9967-4,
rid.14460,2013,23891345,,10.1016/j.syapm.2013.06.005,
rid.14465,2012,,,10.1134/S0026261712050141,
rid.14525,2013,23832971,,10.1099/ijs.0.048009-0,
rid.14445,2013,24501638,PMC3910703,10.4056/sigs.4177252,
rid.14447,2013,24501653,PMC3910545,10.4056/sigs.4578289,
rid.14446,2013,24501648,PMC3910557,10.4056/sigs.4388124,
rid.14432,2013,24501646,PMC3910553,10.4056/sigs.4328031,
rid.14435,2013,24501651,PMC3910543,10.4056/sigs.4297965,
rid.14434,2013,24501650,PMC3910544,10.4056/sigs.4258318,
rid.14429,2013,24501632,PMC3910695,10.4056/sigs.4247911,
rid.14430,2013,24501643,PMC3910552,10.4056/sigs.4207886,
rid.15234,2014,24944342,,10.1099/ijs.0.063479-0,
rid.14470,2013,23769815,,10.1016/j.syapm.2013.03.010,
rid.14471,2009,19851722,,10.1007/s12275-009-0225-4,
rid.14472,1894,,,,
rid.14473,1916,,,,
rid.13764,2011,21940130,,10.1016/j.syapm.2011.08.003,
rid.14475,1900,,,,
rid.14476,1900,,,,
rid.14486,1986,,,10.1007/BF00403223,
rid.5366,1981,,,,
rid.2970,1981,,,,
rid.10745,1961,,,,
rid.14494,2013,,,10.1099/ijs.0.058222-0,
rid.14332,2013,23791203,,10.1016/j.syapm.2013.04.008,
rid.13776,2012,22221859,,10.1016/j.syapm.2011.11.002,
rid.14487,2013,23754661,,10.1007/s10482-013-9948-7,
rid.14750,2014,24174310,,10.1007/s10482-013-0066-3,
rid.14489,2012,21889861,,10.1016/j.syapm.2011.08.001,
rid.14481,2013,23345010,,10.1007/s00792-013-0512-1,
rid.14752,2014,24129879,,10.1007/s10482-013-0053-8,
rid.14753,2014,24281734,,10.1007/s10482-013-0077-0,
rid.14493,2012,22982042,,10.1016/j.anaerobe.2012.09.002,
rid.14499,2013,23727430,,10.1016/j.syapm.2013.04.004,
rid.10470,2009,19435847,PMC2689034,10.1073/pnas.0808945106,
rid.14449,2013,24501655,PMC3910550,10.4056/sigs.4358060,
rid.14517,2013,23749274,,10.1099/ijs.0.048538-0,
rid.14498,2013,23863295,,10.2323/jgam.59.245,
rid.14507,2013,23710052,,10.1099/ijs.0.050906-0,
rid.14490,2013,23807772,,10.1007/s00792-013-0557-1,
rid.14491,2013,23828179,,10.1007/s10482-013-9965-6,
rid.14492,2013,23132279,,10.1007/s10482-012-9846-4,
rid.14495,2013,23618836,,10.1016/j.vetmic.2013.03.025,
rid.14516,2013,23838446,,10.1099/ijs.0.050708-0,
rid.14506,2013,23710050,,10.1099/ijs.0.052522-0,
rid.14500,2013,23728369,,10.1099/ijs.0.053066-0,
rid.14509,2013,23728373,,10.1099/ijs.0.048546-0,
rid.14510,2013,23728372,,10.1099/ijs.0.049817-0,
rid.14531,2013,23771618,,10.1099/ijs.0.049973-0,
rid.14511,2013,23749277,,10.1099/ijs.0.049460-0,
rid.14533,2013,23749278,,10.1099/ijs.0.048645-0,
rid.14534,2013,23749279,,10.1099/ijs.0.049841-0,
rid.14535,2013,23771619,,10.1099/ijs.0.051599-0,
rid.14496,2013,23370733,,10.1007/s00284-013-0321-x,
rid.14579,2013,23743634,,10.1007/s10482-013-9947-8,
rid.14512,2013,23771621,,10.1099/ijs.0.052688-0,
rid.14501,2013,23749283,,10.1099/ijs.0.053629-0,
rid.14502,2013,23771627,,10.1099/ijs.0.054056-0,
rid.14503,2013,23771625,,10.1099/ijs.0.054668-0,
rid.14514,2013,23811137,,10.1099/ijs.0.051714-0,
rid.14515,2013,23811139,PMC3836494,10.1099/ijs.0.054411-0,
rid.14504,2013,23832970,,10.1099/ijs.0.053520-0,
rid.14538,2013,23793856,,10.1099/ijs.0.053249-0,
rid.14564,2005,,,,
rid.14570,2013,23351489,,10.1016/j.syapm.2012.12.001,
rid.14568,2013,,,10.2323/jgam.59.375,
rid.14582,2013,24158532,,10.1007/s10482-013-0042-y,
rid.14526,2013,23710046,,10.1099/ijs.0.048751-0,
rid.14589,2013,,,10.1099/ijs.0.058248-0,
rid.14485,2013,23710047,,10.1099/ijs.0.048777-0,
rid.14528,2013,23710059,,10.1099/ijs.0.048561-0,
rid.14529,2013,23710060,,10.1099/ijs.0.049759-0,
rid.14518,2013,23728374,,10.1099/ijs.0.050096-0,
rid.14520,2013,23728375,,10.1099/ijs.0.051011-0,
rid.14521,2013,23728377,,10.1099/ijs.0.050914-0,
rid.14522,2013,23728376,,10.1099/ijs.0.053355-0,
rid.14552,2013,23749280,,10.1099/ijs.0.053157-0,
rid.14553,2013,23749281,,10.1099/ijs.0.052662-0,
rid.14554,2013,23771624,,10.1099/ijs.0.052126-0,
rid.14523,2013,23771626,,10.1099/ijs.0.050682-0,
rid.14539,2013,23811136,,10.1099/ijs.0.049098-0,
rid.14541,2013,23811135,,10.1099/ijs.0.051664-0,
rid.14542,2013,23811138,,10.1099/ijs.0.053140-0,
rid.14524,2013,23811141,,10.1099/ijs.0.051243-0,
rid.14335,2013,23812969,,10.1007/s10482-013-9957-6,
rid.14572,2012,22145860,,10.1111/j.1348-0421.2011.00401.x,
rid.14559,2013,23838444,,10.1099/ijs.0.052001-0,
rid.14566,2012,22205375,,10.1007/s10482-011-9686-7,
rid.14569,2013,,,10.1134/S0026261713040097,
rid.14575,2001,,,,
rid.14576,2001,,,,
rid.14574,2013,23897212,,10.1007/s10482-013-9985-2,
rid.14577,2013,23851717,,10.1007/s10482-013-9970-9,
rid.14547,2013,23710048,,10.1099/ijs.0.045286-0,
rid.14548,2013,23710054,,10.1099/ijs.0.052043-0,
rid.14549,2013,23710053,,10.1099/ijs.0.051938-0,
rid.14558,2013,23771620,,10.1099/ijs.0.051425-0,
rid.14543,2013,23832968,,10.1099/ijs.0.052217-0,
rid.14556,2013,23934247,,10.1099/ijs.0.050831-0,
rid.14544,2013,23811140,,10.1099/ijs.0.050112-0,
rid.14557,2013,23912719,,10.1099/ijs.0.053819-0,
rid.14546,2013,23838445,,10.1099/ijs.0.049866-0,
rid.14560,2013,24187021,,10.1099/ijs.0.053900-0,
rid.14562,2013,24187023,,10.1099/ijs.0.056440-0,
rid.14540,2013,23811134,,10.1099/ijs.0.051656-0,
rid.14561,2013,24187022,,10.1099/ijs.0.054957-0,
rid.14583,2013,24046206,,10.1007/s10482-013-0036-9,
rid.14584,2013,24052366,,10.1007/s10482-013-0029-8,
rid.14587,2013,23620349,,10.1007/s12275-013-2293-8,
rid.14900,2014,24488367,,10.1007/s10482-014-0123-6,
rid.14585,2013,23989983,PMC3825294,10.1007/s10482-013-0015-1,
rid.14550,2013,23710058,,10.1099/ijs.0.047100-0,
rid.14586,2013,23728378,,10.1099/ijs.0.050567-0,
rid.14602,2013,23838447,,10.1099/ijs.0.039123-0,
rid.14632,2013,23832973,,10.1099/ijs.0.051102-0,
rid.14617,2013,23852153,,10.1099/ijs.0.045997-0,
rid.14603,2013,23852155,,10.1099/ijs.0.050310-0,
rid.14592,2013,23847283,,10.1099/ijs.0.052704-0,
rid.14604,2013,23859946,,10.1099/ijs.0.054536-0,
rid.14633,2013,23852156,,10.1099/ijs.0.053165-0,
rid.14593,2013,23907216,,10.1099/ijs.0.052514-0,
rid.14594,2013,23907219,,10.1099/ijs.0.050757-0,
rid.14605,2013,23907223,,10.1099/ijs.0.052985-0,
rid.14595,2013,23907218,,10.1099/ijs.0.052746-0,
rid.14607,2013,23912721,,10.1099/ijs.0.052175-0,
rid.14596,2013,23990648,,10.1099/ijs.0.051979-0,
rid.14597,2013,23959832,,10.1099/ijs.0.054734-0,
rid.14598,2013,23990649,,10.1099/ijs.0.054619-0,
rid.14599,2013,23990652,,10.1099/ijs.0.052506-0,
rid.14600,2013,23990653,,10.1099/ijs.0.053025-0,
rid.14601,2013,23990654,,10.1099/ijs.0.053272-0,
rid.4400,1929,,,,
rid.7887,1916,,,,
rid.3207,1925,,,,
rid.10401,2004,15272401,,10.1086/422697,
rid.8482,2009,19126737,,10.1099/ijs.0.65784-0,
rid.14614,2013,23950148,,10.1099/ijs.0.047969-0,
rid.14615,2013,23852154,,10.1099/ijs.0.053405-0,
rid.14616,2013,23847284,,10.1099/ijs.0.051193-0,
rid.14619,2013,23859943,,10.1099/ijs.0.052837-0,
rid.14620,2013,23907221,,10.1099/ijs.0.049726-0,
rid.14634,2013,23907222,,10.1099/ijs.0.053439-0,
rid.14621,2013,23907225,,10.1099/ijs.0.053553-0,
rid.14608,2013,23907227,,10.1099/ijs.0.052142-0,
rid.14624,2013,23918787,,10.1099/ijs.0.054676-0,
rid.14610,2013,23919960,,10.1099/ijs.0.053124-0,
rid.14626,2013,23934248,,10.1099/ijs.0.053892-0,
rid.14627,2013,23934249,,10.1099/ijs.0.053751-0,
rid.14628,2013,23950150,,10.1099/ijs.0.055178-0,
rid.14611,2013,23959830,,10.1099/ijs.0.052761-0,
rid.14612,2013,23950151,,10.1099/ijs.0.054296-0,
rid.14613,2013,23990650,,10.1099/ijs.0.048223-0,
rid.14630,2013,24002472,,10.1099/ijs.0.055145-0,
rid.11147,1993,7678107,,,
rid.14650,2013,23959829,,10.1099/ijs.0.050518-0,
rid.14652,2013,24046207,,10.1007/s10482-013-0037-8,
rid.11540,2007,17330799,,10.1086/512084,
rid.14622,2013,23907228,,10.1099/ijs.0.052274-0,
rid.14623,2013,23918786,,10.1099/ijs.0.047712-0,
rid.14649,2013,23950149,,10.1099/ijs.0.053348-0,
rid.8845,2008,18650355,PMC2546711,10.1128/JCM.00658-08,
rid.9212,2009,19542128,,10.1099/ijs.0.007401-0,
rid.11787,2010,19717583,,10.1099/ijs.0.015644-0,
rid.11895,2010,19767367,,10.1099/ijs.0.017053-0,
rid.12171,2010,19933583,,10.1099/ijs.0.017806-0,
rid.14635,2013,23859944,,10.1099/ijs.0.053603-0,
rid.14636,2013,23859945,,10.1099/ijs.0.053702-0,
rid.14648,2013,23912720,,10.1099/ijs.0.053199-0,
rid.14638,2013,23907229,,10.1099/ijs.0.051870-0,
rid.14639,2013,23907230,,10.1099/ijs.0.052118-0,
rid.14609,2013,23918795,,10.1099/ijs.0.051441-0,
rid.14642,2013,23934250,,10.1099/ijs.0.054569-0,
rid.14651,2013,23990651,,10.1099/ijs.0.050724-0,
rid.14644,2013,23996835,,10.1099/ijs.0.053983-0,
rid.14645,2013,23996834,,10.1099/ijs.0.054478-0,
rid.14646,2013,23996833,,10.1099/ijs.0.055566-0,
rid.14647,2013,23996836,,10.1099/ijs.0.056051-0,
rid.8879,2008,18317684,,10.1007/s00792-008-0148-8,
rid.9295,1989,,,,
rid.14028,2013,22984140,,10.1099/ijs.0.047324-0,
rid.14464,2011,21901373,,10.1007/s00792-011-0393-0,
rid.13582,2012,22199226,,10.1099/ijs.0.038463-0,
rid.13651,2012,22286904,,10.1099/ijs.0.033191-0,
rid.14643,2013,23990655,,10.1099/ijs.0.054635-0,
rid.14116,2013,23297868,,10.1111/1462-2920.12067,
rid.14010,2013,22904218,,10.1099/ijs.0.044065-0,
rid.13968,2013,22753528,PMC3709535,10.1099/ijs.0.043752-0,
rid.13989,2013,22904225,,10.1099/ijs.0.041970-0,
rid.13995,2013,22941297,,10.1099/ijs.0.044032-0,
rid.13121,2012,21622836,,10.1099/ijs.0.030163-0,
rid.14053,2013,23041637,,10.1099/ijs.0.044875-0,
rid.14083,2013,23104363,,10.1099/ijs.0.046979-0,
rid.14295,2013,23456802,,10.1099/ijs.0.046920-0,
rid.14551,2013,23710056,,10.1099/ijs.0.052340-0,
rid.14530,2013,23728371,,10.1099/ijs.0.052399-0,
rid.14629,2013,23959831,,10.1099/ijs.0.048900-0,
rid.13777,2013,22903492,,10.1007/s10482-012-9790-3,
rid.13696,2012,22582723,,10.1111/j.1574-6968.2012.02596.x,
rid.13152,2012,22225994,,10.1016/j.syapm.2011.11.006,
rid.13142,2012,21669924,,10.1099/ijs.0.028902-0,
rid.13593,2012,22199210,,10.1099/ijs.0.035097-0,
rid.13580,2012,22199220,,10.1099/ijs.0.038125-0,
rid.14590,2013,23832972,,10.1099/ijs.0.050864-0,
rid.13631,2012,22286909,,10.1099/ijs.0.040287-0,
rid.13653,2012,22307513,,10.1099/ijs.0.037440-0,
rid.13710,2013,22328605,,10.1099/ijs.0.038851-0,
rid.13746,2013,22427450,,10.1099/ijs.0.036863-0,
rid.13828,2013,22544792,,10.1099/ijs.0.039719-0,
rid.13819,2013,22544802,,10.1099/ijs.0.042077-0,
rid.13867,2013,22659505,,10.1099/ijs.0.043703-0,
rid.13873,2013,22685108,,10.1099/ijs.0.041525-0,
rid.13927,2013,22798654,,10.1099/ijs.0.043455-0,
rid.13045,1979,,,,
rid.14265,2013,23575986,,10.1007/s10482-013-9920-6,
rid.12080,2010,20528939,,10.1111/j.1574-6968.2010.02011.x,
rid.14656,2006,16455220,,10.1016/j.syapm.2006.01.003,
rid.14654,2005,15997702,,10.1016/j.syapm.2005.02.002,
